时间,PCB_SN,
2025-10-24 00:10:02,EP113001001620228125
2025-10-24 00:10:27,EP113001001620228136
2025-10-24 00:10:41,EP113001001620228243
2025-10-24 00:10:06,EP113001001620228244
2025-10-24 00:10:22,EP113001001620228233
2025-10-24 00:10:37,EP113001001620228234
2025-10-24 00:10:02,EP113001001620228231
2025-10-24 00:10:16,EP113001001620228232
2025-10-24 00:10:41,EP113001001620228222
2025-10-24 00:10:55,EP113001001620228221
2025-10-24 00:10:20,EP113001001620228219
2025-10-24 00:10:34,EP113001001620228220
2025-10-24 00:10:36,EP113001001620228241
2025-10-24 00:10:44,EP113001001620228242
2025-10-24 00:10:24,EP113001001620228240
2025-10-24 00:10:19,EP113001001620228239
2025-10-24 00:10:27,EP113001001620228236
2025-10-24 00:10:35,EP113001001620228235
2025-10-24 00:10:00,EP113001001620228238
2025-10-24 00:10:11,EP113001001620228237
2025-10-24 00:10:22,EP113001001620228229
2025-10-24 00:10:58,EP113001001620228230
2025-10-24 00:10:12,EP113001001620228227
2025-10-24 00:10:36,EP113001001620228228
2025-10-24 00:10:45,EP113001001620228223
2025-10-24 00:10:55,EP113001001620227514
2025-10-24 00:10:03,EP113001001620227513
2025-10-24 00:10:11,EP113001001620227511
2025-10-24 00:10:19,EP113001001620227512
2025-10-24 00:10:27,EP113001001620227501
2025-10-24 00:10:35,EP113001001620227502
2025-10-24 00:10:43,EP113001001620227499
2025-10-24 00:10:51,EP113001001620227500
2025-10-24 00:10:59,EP113001001620227521
2025-10-24 00:10:06,EP113001001620227522
2025-10-24 00:10:14,EP113001001620227519
2025-10-24 00:10:56,EP113001001620227520
2025-10-24 00:10:04,EP113001001620227516
2025-10-24 00:10:12,EP113001001620227515
2025-10-24 00:10:37,EP113001001620227517
2025-10-24 00:10:55,EP113001001620227518
2025-10-24 00:10:07,EP113001001620227509
2025-10-24 00:10:32,EP113001001620227510
2025-10-24 00:10:46,EP113001001620227504
2025-10-24 00:10:11,EP113001001620227503
2025-10-24 00:10:25,EP113001001620227497
2025-10-24 00:10:50,EP113001001620227498
2025-10-24 00:10:05,EP113001001620227507
2025-10-24 00:10:29,EP113001001620227508
2025-10-24 00:10:43,EP113001001620227505
2025-10-24 00:10:07,EP113001001620227506
2025-10-24 00:10:22,EP113001001620227496
2025-10-24 00:10:46,EP113001001620228113
2025-10-24 00:10:01,EP113001001620228100
2025-10-24 00:10:26,EP113001001620228099
2025-10-24 00:10:40,EP113001001620228098
2025-10-24 00:10:05,EP113001001620228095
2025-10-24 00:10:19,EP113001001620228107
2025-10-24 00:10:44,EP113001001620228117
2025-10-24 00:10:59,EP113001001620228120
2025-10-24 00:10:23,EP113001001620228118
2025-10-24 00:10:38,EP113001001620228119
2025-10-24 00:10:38,EP113001001620228121
2025-10-24 00:10:52,EP113001001620228124
2025-10-24 00:10:17,EP113001001620228097
2025-10-24 00:10:31,EP113001001620228675
