时间,PCB_SN,
2025-12-30 00:12:06,EP113001001620640243
2025-12-30 00:12:43,EP113001001620640242
2025-12-30 00:12:58,EP113001001620640241
2025-12-30 00:12:34,EP113001001620640251
2025-12-30 00:12:50,EP113001001620640273
2025-12-30 00:12:23,EP113001001620640272
2025-12-30 00:12:41,EP113001001620640274
2025-12-30 00:12:12,EP113001001620640279
2025-12-30 00:12:33,EP113001001620640275
2025-12-30 00:12:01,EP113001001620640271
2025-12-30 00:12:27,EP113001001620640282
2025-12-30 00:12:51,EP113001001620640276
2025-12-30 00:12:19,EP113001001620640278
2025-12-30 00:12:44,EP113001001620640286
2025-12-30 00:12:12,EP113001001620640283
2025-12-30 00:12:33,EP113001001620640277
2025-12-30 00:12:03,EP113001001620640298
2025-12-30 00:12:23,EP113001001620640291
2025-12-30 00:12:57,EP113001001620640290
2025-12-30 00:12:13,EP113001001620640300
2025-12-30 00:12:49,EP113001001620640289
2025-12-30 00:12:05,EP113001001620640288
2025-12-30 00:12:44,EP113001001620640299
2025-12-30 00:12:55,EP113001001620640295
2025-12-30 00:12:37,EP113001001620640287
2025-12-30 00:12:46,EP113001001620640296
2025-12-30 00:12:28,EP113001001620640297
2025-12-30 00:12:36,EP113001001620640294
2025-12-30 00:12:19,EP113001001620640293
2025-12-30 00:12:25,EP113001001620640292
2025-12-30 00:12:11,EP113001001620640285
2025-12-30 00:12:14,EP113001001620640284
2025-12-30 00:12:03,EP113001001620640280
2025-12-30 00:12:05,EP113001001620640281
2025-12-30 00:12:30,EP113001001620640134
2025-12-30 00:12:18,EP113001001620640139
2025-12-30 01:12:14,EP113001001620640133
2025-12-30 01:12:07,EP113001001620640138
2025-12-30 01:12:05,EP113001001620640127
2025-12-30 01:12:57,EP113001001620640131
2025-12-30 01:12:57,EP113001001620640132
2025-12-30 01:12:47,EP113001001620640126
2025-12-30 01:12:49,EP113001001620640122
2025-12-30 01:12:40,EP113001001620640121
2025-12-30 01:12:41,EP113001001620640177
2025-12-30 01:12:30,EP113001001620640154
2025-12-30 01:12:34,EP113001001620640166
2025-12-30 01:12:21,EP113001001620640178
2025-12-30 01:12:26,EP113001001620640171
2025-12-30 01:12:09,EP113001001620640176
2025-12-30 01:12:19,EP113001001620640175
2025-12-30 01:12:59,EP113001001620640180
2025-12-30 01:12:10,EP113001001620640170
2025-12-30 01:12:28,EP113001001620640159
2025-12-30 01:12:35,EP113001001620640179
2025-12-30 01:12:19,EP113001001620640169
2025-12-30 01:12:26,EP113001001620640155
2025-12-30 01:12:09,EP113001001620640158
2025-12-30 01:12:17,EP113001001620640167
2025-12-30 01:12:58,EP113001001620640153
2025-12-30 01:12:08,EP113001001620640172
2025-12-30 01:12:48,EP113001001620640173
2025-12-30 01:12:59,EP113001001620640168
2025-12-30 01:12:37,EP113001001620640157
2025-12-30 01:12:50,EP113001001620640174
2025-12-30 01:12:28,EP113001001620640163
2025-12-30 01:12:42,EP113001001620640156
2025-12-30 01:12:18,EP113001001620640162
2025-12-30 01:12:33,EP113001001620640151
2025-12-30 01:12:08,EP113001001620640164
2025-12-30 01:12:23,EP113001001620640165
2025-12-30 01:12:58,EP113001001620640160
2025-12-30 01:12:15,EP113001001620640152
2025-12-30 01:12:48,EP113001001620640161
2025-12-30 01:12:08,EP113001001620640207
2025-12-30 01:12:36,EP113001001620640184
2025-12-30 01:12:58,EP113001001620640206
2025-12-30 01:12:27,EP113001001620640208
2025-12-30 02:12:51,EP113001001620640209
2025-12-30 02:12:18,EP113001001620640205
2025-12-30 02:12:43,EP113001001620640210
2025-12-30 02:12:07,EP113001001620640201
2025-12-30 02:12:34,EP113001001620640196
2025-12-30 02:12:58,EP113001001620640189
2025-12-30 02:12:27,EP113001001620640200
2025-12-30 02:12:50,EP113001001620640199
2025-12-30 02:12:19,EP113001001620640197
2025-12-30 02:12:41,EP113001001620640188
2025-12-30 02:12:12,EP113001001620640185
2025-12-30 02:12:33,EP113001001620640204
2025-12-30 02:12:04,EP113001001620640198
2025-12-30 02:12:25,EP113001001620640203
2025-12-30 02:12:56,EP113001001620640187
2025-12-30 02:12:16,EP113001001620640193
2025-12-30 02:12:48,EP113001001620640202
2025-12-30 02:12:08,EP113001001620640194
2025-12-30 02:12:39,EP113001001620640195
2025-12-30 02:12:59,EP113001001620640186
2025-12-30 02:12:32,EP113001001620640192
2025-12-30 02:12:50,EP113001001620640190
2025-12-30 02:12:25,EP113001001620640191
2025-12-30 02:12:43,EP113001001620640181
2025-12-30 02:12:17,EP113001001620640183
2025-12-30 02:12:33,EP113001001620640182
2025-12-30 02:12:09,EP113001001620640237
2025-12-30 02:12:25,EP113001001620640214
2025-12-30 02:12:01,EP113001001620640219
2025-12-30 02:12:17,EP113001001620640215
2025-12-30 02:12:53,EP113001001620640216
2025-12-30 02:12:11,EP113001001620640232
2025-12-30 02:12:45,EP113001001620640225
2025-12-30 02:12:04,EP113001001620640220
2025-12-30 02:12:36,EP113001001620640213
2025-12-30 02:12:57,EP113001001620640211
2025-12-30 02:12:29,EP113001001620640657
2025-12-30 02:12:50,EP113001001620640634
2025-12-30 02:12:20,EP113001001620640656
2025-12-30 02:12:43,EP113001001620640658
2025-12-30 02:12:11,EP113001001620640651
2025-12-30 02:12:33,EP113001001620640655
2025-12-30 03:12:04,EP113001001620640660
2025-12-30 03:12:25,EP113001001620640646
2025-12-30 03:12:56,EP113001001620640649
2025-12-30 03:12:20,EP113001001620640659
2025-12-30 03:12:13,EP113001001620640654
2025-12-30 03:12:48,EP113001001620640650
2025-12-30 03:12:11,EP113001001620640633
2025-12-30 03:12:04,EP113001001620640632
2025-12-30 03:12:40,EP113001001620640639
2025-12-30 03:12:03,EP113001001620640652
2025-12-30 03:12:52,EP113001001620640653
2025-12-30 03:12:31,EP113001001620640638
2025-12-30 03:12:53,EP113001001620640647
2025-12-30 03:12:45,EP113001001620640635
2025-12-30 03:12:23,EP113001001620640648
2025-12-30 03:12:17,EP113001001620640643
2025-12-30 03:12:36,EP113001001620640637
2025-12-30 03:12:14,EP113001001620640636
2025-12-30 03:12:07,EP113001001620640631
2025-12-30 03:12:27,EP113001001620640644
2025-12-30 03:12:05,EP113001001620640642
2025-12-30 03:12:57,EP113001001620640645
2025-12-30 03:12:16,EP113001001620640640
2025-12-30 03:12:59,EP113001001620640641
2025-12-30 03:12:48,EP113001001620642787
2025-12-30 03:12:06,EP113001001620642764
